"Year","Series_ID","Series","Unit","Value"
"2000",363,"Important sites for terrestrial biodiversity","Percentage",6.7561
"2001",363,"Important sites for terrestrial biodiversity","Percentage",6.7561
"2002",363,"Important sites for terrestrial biodiversity","Percentage",6.81725
"2003",363,"Important sites for terrestrial biodiversity","Percentage",6.87227
"2004",363,"Important sites for terrestrial biodiversity","Percentage",6.87227
"2005",363,"Important sites for terrestrial biodiversity","Percentage",6.87227
"2006",363,"Important sites for terrestrial biodiversity","Percentage",6.87227
"2007",363,"Important sites for terrestrial biodiversity","Percentage",7.11889
"2008",363,"Important sites for terrestrial biodiversity","Percentage",7.16779
"2009",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2010",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2011",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2012",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2013",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2014",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2015",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2016",363,"Important sites for terrestrial biodiversity","Percentage",7.22228
"2017",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
"2018",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
"2019",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
"2020",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
"2021",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
"2022",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
"2023",363,"Important sites for terrestrial biodiversity","Percentage",7.30653
